time,flux,flux_err,centroid_col,centroid_row,cadenceno,quality
1472.1177793449679,241564.7322554575,15.066174324115876,231.90110406040404,131.12647540385132,66713,0
1472.1382122338982,241507.20189647088,15.064697105383603,231.90090020918385,131.12588146137512,66714,0
1472.1586449230672,241394.42996693993,15.064257507359827,231.90046264429876,131.1256132522222,66715,0
1472.1790778124705,241393.8895137739,15.064414001675178,231.90036386001125,131.12543367307808,66716,0
1472.1995106019822,241376.22062543163,15.063482102156598,231.9000140115535,131.1253301148627,66717,0
1472.2199432917332,241292.63447195519,15.063154404223198,231.9002351790468,131.12517832834834,66718,0
1472.2403761816604,241353.81600920093,15.063324078695402,231.90004504970133,131.1249876901769,66719,0
1472.2608089718124,241229.55091584256,15.063010052794427,231.89996165361563,131.12482637360472,66720,0
1472.2812416621455,241168.93519499645,15.062568885993933,231.90007906583816,131.1250711692537,66721,0
1472.3016745526547,241236.64800448334,15.062785165706979,231.90000559221116,131.12487940646147,66722,8192
1472.3221073433888,241252.47204779688,15.062368305311212,231.90006232704556,131.12499785019307,66723,0
1472.3425401343047,241218.15000022826,15.061921041291564,231.90005527786067,131.1247783803672,66724,0
1472.3629729254535,241219.22951738772,15.062432126727265,231.89999220799064,131.1247437666171,66725,0
1472.3834057167696,241296.63961360036,15.063172131496271,231.90012824476554,131.1251143269268,66726,0
1472.4038386082684,241255.7222698781,15.063564152146075,231.89984615222713,131.12520295244843,66727,0
1472.4242712999985,241263.85211387265,15.063261780529142,231.9001473123198,131.12506388712563,66728,0
1472.4447040918967,241243.6934720365,15.063453739093326,231.90018562657144,131.12538796891954,66729,0
1472.4651369839776,241318.10214545805,15.064314736861114,231.90010766985355,131.1254768816607,66730,0
1472.4855697762832,241333.14585537498,15.064883474867242,231.900242449002,131.12561890118474,66731,0
1472.50600246877,241375.53324771937,15.064739140006552,231.90035705854686,131.1256673768269,66732,0
1472.5264353614912,241330.27975494263,15.064497059486369,231.90034237032035,131.12576939108985,66733,0
1472.5468681543862,241281.90244426002,15.06525418122515,231.9002603200779,131.12592910376628,66734,0
1472.5673009474485,241412.60587007986,15.066130774315914,231.90048937727758,131.12616427971466,66735,0
1472.587733740751,241344.97445414527,15.065010083255629,231.90034774800978,131.12626105445625,66736,0
1472.6081665342208,241360.34971292698,15.065789461059149,231.90064927942103,131.12666391207102,66737,0
1472.6285993279307,241441.84782821947,15.067185555584237,231.90072970348197,131.12676508861034,66738,0
1472.6490321218153,241380.82660870024,15.065772243271594,231.9006862170531,131.12668843752445,66739,0
1472.6694649158744,241386.48423099009,15.066319658002394,231.90102566362583,131.126921725601,66740,0
1472.6898977101591,241391.3222176425,15.066373841357418,231.9009766855922,131.12683008213887,66741,0
1472.7103305046257,241415.8262639567,15.066679188770953,231.9010455064527,131.12729410776822,66742,0
1472.7307631993244,241465.36876619924,15.06774810915867,231.90113989975603,131.12759163425923,66743,0
1472.751196094192,241429.96479183796,15.067295941290258,231.9007923340432,131.12739491439126,66744,0
1472.7716288892407,241398.70538967982,15.066866040106277,231.90109426501894,131.12775523268002,66745,0
1472.7920617845157,241453.11192265176,15.067973934838637,231.9011827167805,131.12787969751665,66746,0
1472.812494479971,241426.42907253592,15.067369362527618,231.90099581765818,131.12757633849586,66747,8192
1472.83292727566,241494.02315426082,15.068304059563085,231.9012968960469,131.1282267505915,66748,0
1472.8533601715171,241499.6596383752,15.069210852684233,231.90160656110652,131.1284312590407,66749,8192
1472.8737928676128,241407.082027184,15.068354691549823,231.90152054039166,131.12808435914013,66750,0
1472.8942256638838,241476.77646919736,15.06828583200621,231.9019397341816,131.12868708716508,66751,0
1472.914658560323,241457.40723012647,15.068645315862785,231.90186349128356,131.12868309072886,66752,0
1472.9350912570007,241488.61778345183,15.067649878994951,231.9018726297105,131.1289328684751,66753,0
1472.9759569509333,241464.60221699052,15.068089378049322,231.9020769592382,131.1292671689756,66755,0
1472.996389748194,241483.54004370765,15.068540509483242,231.90217260009652,131.1295408788708,66756,0
1473.016822545629,241486.7659003162,15.069596134639204,231.90224161711197,131.12949556486737,66757,0
1473.0372553432899,241429.66138168826,15.0676995004979,231.90185848427438,131.12955177038125,66758,0
1473.0576881411907,241519.0269098597,15.070283137283473,231.90218473749084,131.12991804498424,66759,0
1473.0781209392662,241509.86488092144,15.071685902459048,231.90211786762944,131.12991761697842,66760,0
1473.098553737509,241507.2372728272,15.069931792754778,231.9022064839555,131.12983269269967,66761,0
1473.1189865359338,241591.373759727,15.072272078890999,231.90249008934063,131.1303556880982,66762,0
1473.1394194346503,241558.2369486179,15.072180964879832,231.90241881056653,131.13024190044078,66763,0
1473.1598521334745,241467.62483134025,15.071270806914445,231.9022608738479,131.13032779582213,66764,0
1473.1802850325403,241545.0769116841,15.071608452572548,231.90271613494863,131.13062933201348,66765,0
1473.2007178318381,241520.9050074608,15.071857505691693,231.90251503442502,131.13059936717835,66766,0
1473.2211505313026,241521.2960838286,15.071874716527574,231.90263014595067,131.13078248829427,66767,0
1473.2415834309504,241598.2520890857,15.073137128369297,231.90261659834624,131.13086052204687,66768,0
1473.2620162308303,241526.83465025312,15.07228777069288,231.9026957663558,131.13104332989138,66769,0
1473.282448930935,241589.15462352327,15.072954404089911,231.90298492998323,131.1313618896964,66770,0
1473.3028818312232,241633.22632435223,15.072713974031643,231.90290028412292,131.13124726775095,66771,0
1473.3233146316852,241608.1007352434,15.073590133303876,231.90275272844988,131.13119140666785,66772,0
1473.343747332372,241602.7555911908,15.074429295303407,231.90290642910105,131.131564557668,66773,0
